n,deslocamento,x,y
5701,31368,313,68
5702,31372,313,72
5703,31376,313,76
5704,31380,313,80
5705,31384,313,84
5706,31388,313,88
5707,31392,313,92
5708,31396,313,96
5709,31400,314,0
5710,31404,314,4
5711,31408,314,8
5712,31412,314,12
5713,31416,314,16
5714,31420,314,20
5715,31424,314,24
5716,31428,314,28
5717,31432,314,32
5718,31436,314,36
5719,31440,314,40
5720,31444,314,44
5721,31448,314,48
5722,31452,314,52
5723,31456,314,56
5724,31460,314,60
5725,31464,314,64
5726,31468,314,68
5727,31472,314,72
5728,31476,314,76
5729,31480,314,80
5730,31484,314,84
5731,31488,314,88
5732,31492,314,92
5733,31496,314,96
5734,31500,315,0
5735,31504,315,4
5736,31508,315,8
5737,31512,315,12
5738,31516,315,16
5739,31520,315,20
5740,31524,315,24
5741,31528,315,28
5742,31532,315,32
5743,31536,315,36
5744,31540,315,40
5745,31544,315,44
5746,31548,315,48
5747,31552,315,52
5748,31556,315,56
5749,31560,315,60
5750,31564,315,64
5751,31568,315,68
5752,31572,315,72
5753,31576,315,76
5754,31580,315,80
5755,31584,315,84
5756,31588,315,88
5757,31592,315,92
5758,31596,315,96
5759,31600,316,0
5760,31604,316,4
5761,31608,316,8
5762,31612,316,12
5763,31616,316,16
5764,31620,316,20
5765,31624,316,24
5766,31628,316,28
5767,31632,316,32
5768,31636,316,36
5769,31640,316,40
5770,31644,316,44
5771,31648,316,48
5772,31652,316,52
5773,31656,316,56
5774,31660,316,60
5775,31664,316,64
5776,31668,316,68
5777,31672,316,72
5778,31676,316,76
5779,31680,316,80
5780,31684,316,84
5781,31688,316,88
5782,31692,316,92
5783,31696,316,96
5784,31700,317,0
5785,31704,317,4
5786,31708,317,8
5787,31712,317,12
5788,31716,317,16
5789,31720,317,20
5790,31724,317,24
5791,31728,317,28
5792,31732,317,32
5793,31736,317,36
5794,31740,317,40
5795,31744,317,44
5796,31748,317,48
5797,31752,317,52
5798,31756,317,56
5799,31760,317,60
5800,31764,317,64
5801,31768,317,68
5802,31772,317,72
5803,31776,317,76
5804,31780,317,80
5805,31784,317,84
5806,31788,317,88
5807,31792,317,92
5808,31796,317,96
5809,31800,318,0
5810,31804,318,4
5811,31808,318,8
5812,31812,318,12
5813,31816,318,16
5814,31820,318,20
5815,31824,318,24
5816,31828,318,28
5817,31832,318,32
5818,31836,318,36
5819,31840,318,40
5820,31844,318,44
5821,31848,318,48
5822,31852,318,52
5823,31856,318,56
5824,31860,318,60
5825,31864,318,64
5826,31868,318,68
5827,31872,318,72
5828,31876,318,76
5829,31880,318,80
5830,31884,318,84
5831,31888,318,88
5832,31892,318,92
5833,31896,318,96
5834,31900,319,0
5835,31904,319,4
5836,31908,319,8
5837,31912,319,12
5838,31916,319,16
5839,31920,319,20
5840,31924,319,24
5841,31928,319,28
5842,31932,319,32
5843,31936,319,36
5844,31940,319,40
5845,31944,319,44
5846,31948,319,48
5847,31952,319,52
5848,31956,319,56
5849,31960,319,60
5850,31964,319,64
5851,31968,319,68
5852,31972,319,72
5853,31976,319,76
5854,31980,319,80
5855,31984,319,84
5856,31988,319,88
5857,31992,319,92
5858,31996,319,96
5859,32000,320,0
5860,32004,320,4
5861,32008,320,8
5862,32012,320,12
5863,32016,320,16
5864,32020,320,20
5865,32024,320,24
5866,32028,320,28
5867,32032,320,32
5868,32036,320,36
5869,32040,320,40
5870,32044,320,44
5871,32048,320,48
5872,32052,320,52
5873,32056,320,56
5874,32060,320,60
5875,32064,320,64
5876,32068,320,68
5877,32072,320,72
5878,32076,320,76
5879,32080,320,80
5880,32084,320,84
5881,32088,320,88
5882,32092,320,92
5883,32096,320,96
5884,32100,321,0
5885,32104,321,4
5886,32108,321,8
5887,32112,321,12
5888,32116,321,16
5889,32120,321,20
5890,32124,321,24
5891,32128,321,28
5892,32132,321,32
5893,32136,321,36
5894,32140,321,40
5895,32144,321,44
5896,32148,321,48
5897,32152,321,52
5898,32156,321,56
5899,32160,321,60
5900,32164,321,64
5901,32168,321,68
5902,32172,321,72
5903,32176,321,76
5904,32180,321,80
5905,32184,321,84
5906,32188,321,88
5907,32192,321,92
5908,32196,321,96
5909,32200,322,0
5910,32204,322,4
5911,32208,322,8
5912,32212,322,12
5913,32216,322,16
5914,32220,322,20
5915,32224,322,24
5916,32228,322,28
5917,32232,322,32
5918,32236,322,36
5919,32240,322,40
5920,32244,322,44
5921,32248,322,48
5922,32252,322,52
5923,32256,322,56
5924,32260,322,60
5925,32264,322,64
5926,32268,322,68
5927,32272,322,72
5928,32276,322,76
5929,32280,322,80
5930,32284,322,84
5931,32288,322,88
5932,32292,322,92
5933,32296,322,96
5934,32300,323,0
5935,32304,323,4
5936,32308,323,8
5937,32312,323,12
5938,32316,323,16
5939,32320,323,20
5940,32324,323,24
5941,32328,323,28
5942,32332,323,32
5943,32336,323,36
5944,32340,323,40
5945,32344,323,44
5946,32348,323,48
5947,32352,323,52
5948,32356,323,56
5949,32360,323,60
5950,32364,323,64
5951,32368,323,68
5952,32372,323,72
5953,32376,323,76
5954,32380,323,80
5955,32384,323,84
5956,32388,323,88
5957,32392,323,92
5958,32396,323,96
5959,32400,324,0
5960,32404,324,4
5961,32408,324,8
5962,32412,324,12
5963,32416,324,16
5964,32420,324,20
5965,32424,324,24
5966,32428,324,28
5967,32432,324,32
5968,32436,324,36
5969,32440,324,40
5970,32444,324,44
5971,32448,324,48
5972,32452,324,52
5973,32456,324,56
5974,32460,324,60
5975,32464,324,64
5976,32468,324,68
5977,32472,324,72
5978,32476,324,76
5979,32480,324,80
5980,32484,324,84
5981,32488,324,88
5982,32492,324,92
5983,32496,324,96
5984,32500,325,0
5985,32504,325,4
5986,32508,325,8
5987,32512,325,12
5988,32516,325,16
5989,32520,325,20
5990,32524,325,24
5991,32528,325,28
5992,32532,325,32
5993,32536,325,36
5994,32540,325,40
5995,32544,325,44
5996,32548,325,48
5997,32552,325,52
5998,32556,325,56
5999,32560,325,60
6000,32564,325,64
6001,32568,325,68
6002,32572,325,72
6003,32576,325,76
6004,32580,325,80
6005,32584,325,84
6006,32588,325,88
6007,32592,325,92
6008,32596,325,96
6009,32600,326,0
6010,32604,326,4
6011,32608,326,8
6012,32612,326,12
6013,32616,326,16
6014,32620,326,20
6015,32624,326,24
6016,32628,326,28
6017,32632,326,32
6018,32636,326,36
6019,32640,326,40
6020,32644,326,44
6021,32648,326,48
6022,32652,326,52
6023,32656,326,56
6024,32660,326,60
6025,32664,326,64
6026,32668,326,68
6027,32672,326,72
6028,32676,326,76
6029,32680,326,80
6030,32684,326,84
6031,32688,326,88
6032,32692,326,92
6033,32696,326,96
6034,32700,327,0
6035,32704,327,4
6036,32708,327,8
6037,32712,327,12
6038,32716,327,16
6039,32720,327,20
6040,32724,327,24
6041,32728,327,28
6042,32732,327,32
6043,32736,327,36
6044,32740,327,40
6045,32744,327,44
6046,32748,327,48
6047,32752,327,52
6048,32756,327,56
6049,32760,327,60
6050,32764,327,64
6051,32768,327,68
6052,32772,327,72
6053,32776,327,76
6054,32780,327,80
6055,32784,327,84
6056,32788,327,88
6057,32792,327,92
6058,32796,327,96
6059,32800,328,0
6060,32804,328,4
6061,32808,328,8
6062,32812,328,12
6063,32816,328,16
6064,32820,328,20
6065,32824,328,24
6066,32828,328,28
6067,32832,328,32
6068,32836,328,36
6069,32840,328,40
6070,32844,328,44
6071,32848,328,48
6072,32852,328,52
6073,32856,328,56
6074,32860,328,60
6075,32864,328,64
6076,32868,328,68
6077,32872,328,72
6078,32876,328,76
6079,32880,328,80
6080,32884,328,84
6081,32888,328,88
6082,32892,328,92
6083,32896,328,96
6084,32900,329,0
6085,32904,329,4
6086,32908,329,8
6087,32912,329,12
6088,32916,329,16
6089,32920,329,20
6090,32924,329,24
6091,32928,329,28
6092,32932,329,32
6093,32936,329,36
6094,32940,329,40
6095,32944,329,44
6096,32948,329,48
6097,32952,329,52
6098,32956,329,56
6099,32960,329,60
6100,32964,329,64
6101,32968,329,68
6102,32972,329,72
6103,32976,329,76
6104,32980,329,80
6105,32984,329,84
6106,32988,329,88
6107,32992,329,92
6108,32996,329,96
6109,33000,330,0
6110,33004,330,4
6111,33008,330,8
6112,33012,330,12
6113,33016,330,16
6114,33020,330,20
6115,33024,330,24
6116,33028,330,28
6117,33032,330,32
6118,33036,330,36
6119,33040,330,40
6120,33044,330,44
6121,33048,330,48
6122,33052,330,52
6123,33056,330,56
6124,33060,330,60
6125,33064,330,64
6126,33068,330,68
6127,33072,330,72
6128,33076,330,76
6129,33080,330,80
6130,33084,330,84
6131,33088,330,88
6132,33092,330,92
6133,33096,330,96
6134,33100,331,0
6135,33104,331,4
6136,33108,331,8
6137,33112,331,12
6138,33116,331,16
6139,33120,331,20
6140,33124,331,24
6141,33128,331,28
6142,33132,331,32
6143,33136,331,36
6144,33140,331,40
6145,33144,331,44
6146,33148,331,48
6147,33152,331,52
6148,33156,331,56
6149,33160,331,60
6150,33164,331,64
6151,33168,331,68
6152,33172,331,72
6153,33176,331,76
6154,33180,331,80
6155,33184,331,84
6156,33188,331,88
6157,33192,331,92
6158,33196,331,96
6159,33200,332,0
6160,33204,332,4
6161,33208,332,8
6162,33212,332,12
6163,33216,332,16
6164,33220,332,20
6165,33224,332,24
6166,33228,332,28
6167,33232,332,32
6168,33236,332,36
6169,33240,332,40
6170,33244,332,44
6171,33248,332,48
6172,33252,332,52
6173,33256,332,56
6174,33260,332,60
6175,33264,332,64
6176,33268,332,68
6177,33272,332,72
6178,33276,332,76
6179,33280,332,80
6180,33284,332,84
6181,33288,332,88
6182,33292,332,92
6183,33296,332,96
6184,33300,333,0
6185,33304,333,4
6186,33308,333,8
6187,33312,333,12
6188,33316,333,16
6189,33320,333,20
6190,33324,333,24
6191,33328,333,28
6192,33332,333,32
6193,33336,333,36
6194,33340,333,40
6195,33344,333,44
6196,33348,333,48
6197,33352,333,52
6198,33356,333,56
6199,33360,333,60
6200,33364,333,64
6201,33368,333,68
6202,33372,333,72
6203,33376,333,76
6204,33380,333,80
6205,33384,333,84
6206,33388,333,88
6207,33392,333,92
6208,33396,333,96
6209,33400,334,0
6210,33404,334,4
6211,33408,334,8
6212,33412,334,12
6213,33416,334,16
6214,33420,334,20
6215,33424,334,24
6216,33428,334,28
6217,33432,334,32
6218,33436,334,36
6219,33440,334,40
6220,33444,334,44
6221,33448,334,48
6222,33452,334,52
6223,33456,334,56
6224,33460,334,60
6225,33464,334,64
6226,33468,334,68
6227,33472,334,72
6228,33476,334,76
6229,33480,334,80
6230,33484,334,84
6231,33488,334,88
6232,33492,334,92
6233,33496,334,96
6234,33500,335,0
6235,33504,335,4
6236,33508,335,8
6237,33512,335,12
6238,33516,335,16
6239,33520,335,20
6240,33524,335,24
6241,33528,335,28
6242,33532,335,32
6243,33536,335,36
6244,33540,335,40
6245,33544,335,44
6246,33548,335,48
6247,33552,335,52
6248,33556,335,56
6249,33560,335,60
6250,33564,335,64
6251,33568,335,68
6252,33572,335,72
6253,33576,335,76
6254,33580,335,80
6255,33584,335,84
6256,33588,335,88
6257,33592,335,92
6258,33596,335,96
6259,33600,336,0
6260,33604,336,4
6261,33608,336,8
6262,33612,336,12
6263,33616,336,16
6264,33620,336,20
6265,33624,336,24
6266,33628,336,28
6267,33632,336,32
6268,33636,336,36
6269,33640,336,40
6270,33644,336,44
6271,33648,336,48
6272,33652,336,52
6273,33656,336,56
6274,33660,336,60
6275,33664,336,64
6276,33668,336,68
6277,33672,336,72
6278,33676,336,76
6279,33680,336,80
6280,33684,336,84
6281,33688,336,88
6282,33692,336,92
6283,33696,336,96
6284,33700,337,0
6285,33704,337,4
6286,33708,337,8
6287,33712,337,12
6288,33716,337,16
6289,33720,337,20
6290,33724,337,24
6291,33728,337,28
6292,33732,337,32
6293,33736,337,36
6294,33740,337,40
6295,33744,337,44
6296,33748,337,48
6297,33752,337,52
6298,33756,337,56
6299,33760,337,60
6300,33764,337,64
6301,33768,337,68
6302,33772,337,72
6303,33776,337,76
6304,33780,337,80
6305,33784,337,84
6306,33788,337,88
6307,33792,337,92
6308,33796,337,96
6309,33800,338,0
6310,33804,338,4
6311,33808,338,8
6312,33812,338,12
6313,33816,338,16
6314,33820,338,20
6315,33824,338,24
6316,33828,338,28
6317,33832,338,32
6318,33836,338,36
6319,33840,338,40
6320,33844,338,44
6321,33848,338,48
6322,33852,338,52
6323,33856,338,56
6324,33860,338,60
6325,33864,338,64
6326,33868,338,68
6327,33872,338,72
6328,33876,338,76
6329,33880,338,80
6330,33884,338,84
6331,33888,338,88
6332,33892,338,92
6333,33896,338,96
6334,33900,339,0
6335,33904,339,4
6336,33908,339,8
6337,33912,339,12
6338,33916,339,16
6339,33920,339,20
6340,33924,339,24
6341,33928,339,28
6342,33932,339,32
6343,33936,339,36
6344,33940,339,40
6345,33944,339,44
6346,33948,339,48
6347,33952,339,52
6348,33956,339,56
6349,33960,339,60
6350,33964,339,64
6351,33968,339,68
6352,33972,339,72
6353,33976,339,76
6354,33980,339,80
6355,33984,339,84
6356,33988,339,88
6357,33992,339,92
6358,33996,339,96
6359,34000,340,0
6360,34004,340,4
6361,34008,340,8
6362,34012,340,12
6363,34016,340,16
6364,34020,340,20
6365,34024,340,24
6366,34028,340,28
6367,34032,340,32
6368,34036,340,36
6369,34040,340,40
6370,34044,340,44
6371,34048,340,48
6372,34052,340,52
6373,34056,340,56
6374,34060,340,60
6375,34064,340,64
6376,34068,340,68
6377,34072,340,72
6378,34076,340,76
6379,34080,340,80
6380,34084,340,84
6381,34088,340,88
6382,34092,340,92
6383,34096,340,96
6384,34100,341,0
6385,34104,341,4
6386,34108,341,8
6387,34112,341,12
6388,34116,341,16
6389,34120,341,20
6390,34124,341,24
6391,34128,341,28
6392,34132,341,32
6393,34136,341,36
6394,34140,341,40
6395,34144,341,44
6396,34148,341,48
6397,34152,341,52
6398,34156,341,56
6399,34160,341,60
6400,34164,341,64
6401,34168,341,68
6402,34172,341,72
6403,34176,341,76
6404,34180,341,80
6405,34184,341,84
6406,34188,341,88
6407,34192,341,92
6408,34196,341,96
6409,34200,342,0
6410,34204,342,4
6411,34208,342,8
6412,34212,342,12
6413,34216,342,16
6414,34220,342,20
6415,34224,342,24
6416,34228,342,28
6417,34232,342,32
6418,34236,342,36
6419,34240,342,40
6420,34244,342,44
6421,34248,342,48
6422,34252,342,52
6423,34256,342,56
6424,34260,342,60
6425,34264,342,64
6426,34268,342,68
6427,34272,342,72
6428,34276,342,76
6429,34280,342,80
6430,34284,342,84
6431,34288,342,88
6432,34292,342,92
6433,34296,342,96
6434,34300,343,0
6435,34304,343,4
6436,34308,343,8
6437,34312,343,12
6438,34316,343,16
6439,34320,343,20
6440,34324,343,24
6441,34328,343,28
6442,34332,343,32
6443,34336,343,36
6444,34340,343,40
6445,34344,343,44
6446,34348,343,48
6447,34352,343,52
6448,34356,343,56
6449,34360,343,60
6450,34364,343,64
6451,34368,343,68
6452,34372,343,72
6453,34376,343,76
6454,34380,343,80
6455,34384,343,84
6456,34388,343,88
6457,34392,343,92
6458,34396,343,96
6459,34400,344,0
6460,34404,344,4
6461,34408,344,8
6462,34412,344,12
6463,34416,344,16
6464,34420,344,20
6465,34424,344,24
6466,34428,344,28
6467,34432,344,32
6468,34436,344,36
6469,34440,344,40
6470,34444,344,44
6471,34448,344,48
6472,34452,344,52
6473,34456,344,56
6474,34460,344,60
6475,34464,344,64
6476,34468,344,68
6477,34472,344,72
6478,34476,344,76
6479,34480,344,80
6480,34484,344,84
6481,34488,344,88
6482,34492,344,92
6483,34496,344,96
6484,34500,345,0
6485,34504,345,4
6486,34508,345,8
6487,34512,345,12
6488,34516,345,16
6489,34520,345,20
6490,34524,345,24
6491,34528,345,28
6492,34532,345,32
6493,34536,345,36
6494,34540,345,40
6495,34544,345,44
6496,34548,345,48
6497,34552,345,52
6498,34556,345,56
6499,34560,345,60
6500,34564,345,64
6501,34568,345,68
6502,34572,345,72
6503,34576,345,76
6504,34580,345,80
6505,34584,345,84
6506,34588,345,88
6507,34592,345,92
6508,34596,345,96
6509,34600,346,0
6510,34604,346,4
6511,34608,346,8
6512,34612,346,12
6513,34616,346,16
6514,34620,346,20
6515,34624,346,24
6516,34628,346,28
6517,34632,346,32
6518,34636,346,36
6519,34640,346,40
6520,34644,346,44
6521,34648,346,48
6522,34652,346,52
6523,34656,346,56
6524,34660,346,60
6525,34664,346,64
6526,34668,346,68
6527,34672,346,72
6528,34676,346,76
6529,34680,346,80
6530,34684,346,84
6531,34688,346,88
6532,34692,346,92
6533,34696,346,96
6534,34700,347,0
6535,34704,347,4
6536,34708,347,8
6537,34712,347,12
6538,34716,347,16
6539,34720,347,20
6540,34724,347,24
6541,34728,347,28
6542,34732,347,32
6543,34736,347,36
6544,34740,347,40
6545,34744,347,44
6546,34748,347,48
6547,34752,347,52
6548,34756,347,56
6549,34760,347,60
6550,34764,347,64
6551,34768,347,68
6552,34772,347,72
6553,34776,347,76
6554,34780,347,80
6555,34784,347,84
6556,34788,347,88
6557,34792,347,92
6558,34796,347,96
6559,34800,348,0
6560,34804,348,4
6561,34808,348,8
6562,34812,348,12
6563,34816,348,16
6564,34820,348,20
6565,34824,348,24
6566,34828,348,28
6567,34832,348,32
6568,34836,348,36
6569,34840,348,40
6570,34844,348,44
6571,34848,348,48
6572,34852,348,52
6573,34856,348,56
6574,34860,348,60
6575,34864,348,64
6576,34868,348,68
6577,34872,348,72
6578,34876,348,76
6579,34880,348,80
6580,34884,348,84
6581,34888,348,88
6582,34892,348,92
6583,34896,348,96
6584,34900,349,0
6585,34904,349,4
6586,34908,349,8
6587,34912,349,12
6588,34916,349,16
6589,34920,349,20
6590,34924,349,24
6591,34928,349,28
6592,34932,349,32
6593,34936,349,36
6594,34940,349,40
6595,34944,349,44
6596,34948,349,48
6597,34952,349,52
6598,34956,349,56
6599,34960,349,60
6600,34964,349,64
6601,34968,349,68
6602,34972,349,72
6603,34976,349,76
6604,34980,349,80
6605,34984,349,84
6606,34988,349,88
6607,34992,349,92
6608,34996,349,96
6609,35000,350,0
6610,35004,350,4
6611,35008,350,8
6612,35012,350,12
6613,35016,350,16
6614,35020,350,20
6615,35024,350,24
6616,35028,350,28
6617,35032,350,32
6618,35036,350,36
6619,35040,350,40
6620,35044,350,44
6621,35048,350,48
6622,35052,350,52
6623,35056,350,56
6624,35060,350,60
6625,35064,350,64
6626,35068,350,68
6627,35072,350,72
6628,35076,350,76
6629,35080,350,80
6630,35084,350,84
6631,35088,350,88
6632,35092,350,92
6633,35096,350,96
6634,35100,351,0
6635,35104,351,4
6636,35108,351,8
6637,35112,351,12
6638,35116,351,16
6639,35120,351,20
6640,35124,351,24
6641,35128,351,28
6642,35132,351,32
6643,35136,351,36
6644,35140,351,40
6645,35144,351,44
6646,35148,351,48
6647,35152,351,52
6648,35156,351,56
6649,35160,351,60
6650,35164,351,64
6651,35168,351,68
6652,35172,351,72
6653,35176,351,76
6654,35180,351,80
6655,35184,351,84
6656,35188,351,88
6657,35192,351,92
6658,35196,351,96
6659,35200,352,0
6660,35204,352,4
6661,35208,352,8
6662,35212,352,12
6663,35216,352,16
6664,35220,352,20
6665,35224,352,24
6666,35228,352,28
6667,35232,352,32
6668,35236,352,36
6669,35240,352,40
6670,35244,352,44
6671,35248,352,48
6672,35252,352,52
6673,35256,352,56
6674,35260,352,60
6675,35264,352,64
6676,35268,352,68
6677,35272,352,72
6678,35276,352,76
6679,35280,352,80
6680,35284,352,84
6681,35288,352,88
6682,35292,352,92
6683,35296,352,96
6684,35300,353,0
6685,35304,353,4
6686,35308,353,8
6687,35312,353,12
6688,35316,353,16
6689,35320,353,20
6690,35324,353,24
6691,35328,353,28
6692,35332,353,32
6693,35336,353,36
6694,35340,353,40
6695,35344,353,44
6696,35348,353,48
6697,35352,353,52
6698,35356,353,56
6699,35360,353,60
6700,35364,353,64
6701,35368,353,68
6702,35372,353,72
6703,35376,353,76
6704,35380,353,80
6705,35384,353,84
6706,35388,353,88
6707,35392,353,92
6708,35396,353,96
6709,35400,354,0
6710,35404,354,4
6711,35408,354,8
6712,35412,354,12
6713,35416,354,16
6714,35420,354,20
6715,35424,354,24
6716,35428,354,28
6717,35432,354,32
6718,35436,354,36
6719,35440,354,40
6720,35444,354,44
6721,35448,354,48
6722,35452,354,52
6723,35456,354,56
6724,35460,354,60
6725,35464,354,64
6726,35468,354,68
6727,35472,354,72
6728,35476,354,76
6729,35480,354,80
6730,35484,354,84
6731,35488,354,88
6732,35492,354,92
6733,35496,354,96
6734,35500,355,0
6735,35504,355,4
6736,35508,355,8
6737,35512,355,12
6738,35516,355,16
6739,35520,355,20
6740,35524,355,24
6741,35528,355,28
6742,35532,355,32
6743,35536,355,36
6744,35540,355,40
6745,35544,355,44
6746,35548,355,48
6747,35552,355,52
6748,35556,355,56
6749,35560,355,60
6750,35564,355,64
6751,35568,355,68
6752,35572,355,72
6753,35576,355,76
6754,35580,355,80
6755,35584,355,84
6756,35588,355,88
6757,35592,355,92
6758,35596,355,96
6759,35600,356,0
6760,35604,356,4
6761,35608,356,8
6762,35612,356,12
6763,35616,356,16
6764,35620,356,20
6765,35624,356,24
6766,35628,356,28
6767,35632,356,32
6768,35636,356,36
6769,35640,356,40
6770,35644,356,44
6771,35648,356,48
6772,35652,356,52
6773,35656,356,56
6774,35660,356,60
6775,35664,356,64
6776,35668,356,68
6777,35672,356,72
6778,35676,356,76
6779,35680,356,80
6780,35684,356,84
6781,35688,356,88
6782,35692,356,92
6783,35696,356,96
6784,35700,357,0
6785,35704,357,4
6786,35708,357,8
6787,35712,357,12
6788,35716,357,16
6789,35720,357,20
6790,35724,357,24
6791,35728,357,28
6792,35732,357,32
6793,35736,357,36
6794,35740,357,40
6795,35744,357,44
6796,35748,357,48
6797,35752,357,52
6798,35756,357,56
6799,35760,357,60
6800,35764,357,64
6801,35768,357,68
6802,35772,357,72
6803,35776,357,76
6804,35780,357,80
6805,35784,357,84
6806,35788,357,88
6807,35792,357,92
6808,35796,357,96
6809,35800,358,0
6810,35804,358,4
6811,35808,358,8
6812,35812,358,12
6813,35816,358,16
6814,35820,358,20
6815,35824,358,24
6816,35828,358,28
6817,35832,358,32
6818,35836,358,36
6819,35840,358,40
6820,35844,358,44
6821,35848,358,48
6822,35852,358,52
6823,35856,358,56
6824,35860,358,60
6825,35864,358,64
6826,35868,358,68
6827,35872,358,72
6828,35876,358,76
6829,35880,358,80
6830,35884,358,84
6831,35888,358,88
6832,35892,358,92
6833,35896,358,96
6834,35900,359,0
6835,35904,359,4
6836,35908,359,8
6837,35912,359,12
6838,35916,359,16
6839,35920,359,20
6840,35924,359,24
6841,35928,359,28
6842,35932,359,32
6843,35936,359,36
6844,35940,359,40
6845,35944,359,44
6846,35948,359,48
6847,35952,359,52
6848,35956,359,56
6849,35960,359,60
6850,35964,359,64
6851,35968,359,68
6852,35972,359,72
6853,35976,359,76
6854,35980,359,80
6855,35984,359,84
6856,35988,359,88
6857,35992,359,92
6858,35996,359,96
6859,36000,360,0
6860,36004,360,4
6861,36008,360,8
6862,36012,360,12
6863,36016,360,16
6864,36020,360,20
6865,36024,360,24
6866,36028,360,28
6867,36032,360,32
6868,36036,360,36
6869,36040,360,40
6870,36044,360,44
6871,36048,360,48
6872,36052,360,52
6873,36056,360,56
6874,36060,360,60
6875,36064,360,64
6876,36068,360,68
6877,36072,360,72
6878,36076,360,76
6879,36080,360,80
6880,36084,360,84
6881,36088,360,88
6882,36092,360,92
6883,36096,360,96
6884,36100,361,0
6885,36104,361,4
6886,36108,361,8
6887,36112,361,12
6888,36116,361,16
6889,36120,361,20
6890,36124,361,24
6891,36128,361,28
6892,36132,361,32
6893,36136,361,36
6894,36140,361,40
6895,36144,361,44
6896,36148,361,48
6897,36152,361,52
6898,36156,361,56
6899,36160,361,60
6900,36164,361,64
6901,36168,361,68
6902,36172,361,72
6903,36176,361,76
6904,36180,361,80
6905,36184,361,84
6906,36188,361,88
6907,36192,361,92
6908,36196,361,96
6909,36200,362,0
6910,36204,362,4
6911,36208,362,8
6912,36212,362,12
6913,36216,362,16
6914,36220,362,20
6915,36224,362,24
6916,36228,362,28
6917,36232,362,32
6918,36236,362,36
6919,36240,362,40
6920,36244,362,44
6921,36248,362,48
6922,36252,362,52
6923,36256,362,56
6924,36260,362,60
6925,36264,362,64
6926,36268,362,68
6927,36272,362,72
6928,36276,362,76
6929,36280,362,80
6930,36284,362,84
6931,36288,362,88
6932,36292,362,92
6933,36296,362,96
6934,36300,363,0
6935,36304,363,4
6936,36308,363,8
6937,36312,363,12
6938,36316,363,16
6939,36320,363,20
6940,36324,363,24
6941,36328,363,28
6942,36332,363,32
6943,36336,363,36
6944,36340,363,40
6945,36344,363,44
6946,36348,363,48
6947,36352,363,52
6948,36356,363,56
6949,36360,363,60
6950,36364,363,64
6951,36368,363,68
6952,36372,363,72
6953,36376,363,76
6954,36380,363,80
6955,36384,363,84
6956,36388,363,88
6957,36392,363,92
6958,36396,363,96
6959,36400,364,0
6960,36404,364,4
6961,36408,364,8
6962,36412,364,12
6963,36416,364,16
6964,36420,364,20
6965,36424,364,24
6966,36428,364,28
6967,36432,364,32
6968,36436,364,36
6969,36440,364,40
6970,36444,364,44
6971,36448,364,48
6972,36452,364,52
6973,36456,364,56
6974,36460,364,60
6975,36464,364,64
6976,36468,364,68
6977,36472,364,72
6978,36476,364,76
6979,36480,364,80
6980,36484,364,84
6981,36488,364,88
6982,36492,364,92
6983,36496,364,96
6984,36500,365,0
6985,36504,365,4
6986,36508,365,8
6987,36512,365,12
6988,36516,365,16
6989,36520,365,20
6990,36524,365,24
6991,36528,365,28
6992,36532,365,32
6993,36536,365,36
6994,36540,365,40
6995,36544,365,44
6996,36548,365,48
6997,36552,365,52
6998,36556,365,56
6999,36560,365,60
7000,36564,365,64
7001,36568,365,68
7002,36572,365,72
7003,36576,365,76
7004,36580,365,80
7005,36584,365,84
7006,36588,365,88
7007,36592,365,92
7008,36596,365,96
7009,36600,366,0
7010,36604,366,4
7011,36608,366,8
7012,36612,366,12
7013,36616,366,16
7014,36620,366,20
7015,36624,366,24
7016,36628,366,28
7017,36632,366,32
7018,36636,366,36
7019,36640,366,40
7020,36644,366,44
7021,36648,366,48
7022,36652,366,52
7023,36656,366,56
7024,36660,366,60
7025,36664,366,64
7026,36668,366,68
7027,36672,366,72
7028,36676,366,76
7029,36680,366,80
7030,36684,366,84
7031,36688,366,88
7032,36692,366,92
7033,36696,366,96
7034,36700,367,0
7035,36704,367,4
7036,36708,367,8
7037,36712,367,12
7038,36716,367,16
7039,36720,367,20
7040,36724,367,24
7041,36728,367,28
7042,36732,367,32
7043,36736,367,36
7044,36740,367,40
7045,36744,367,44
7046,36748,367,48
7047,36752,367,52
7048,36756,367,56
7049,36760,367,60
7050,36764,367,64
7051,36768,367,68
7052,36772,367,72
7053,36776,367,76
7054,36780,367,80
7055,36784,367,84
7056,36788,367,88
7057,36792,367,92
7058,36796,367,96
7059,36800,368,0
7060,36804,368,4
7061,36808,368,8
7062,36812,368,12
7063,36816,368,16
7064,36820,368,20
7065,36824,368,24
7066,36828,368,28
7067,36832,368,32
7068,36836,368,36
7069,36840,368,40
7070,36844,368,44
7071,36848,368,48
7072,36852,368,52
7073,36856,368,56
7074,36860,368,60
7075,36864,368,64
7076,36868,368,68
7077,36872,368,72
7078,36876,368,76
7079,36880,368,80
7080,36884,368,84
7081,36888,368,88
7082,36892,368,92
7083,36896,368,96
7084,36900,369,0
7085,36904,369,4
7086,36908,369,8
7087,36912,369,12
7088,36916,369,16
7089,36920,369,20
7090,36924,369,24
7091,36928,369,28
7092,36932,369,32
7093,36936,369,36
7094,36940,369,40
7095,36944,369,44
7096,36948,369,48
7097,36952,369,52
7098,36956,369,56
